罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽２丁目,2015-02-01,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,西武庫,282022,兵庫県,尼崎市,常吉２丁目,2012-12-01,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町１丁目,2018-05-09,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町３丁目,2018-08-23,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫豊町２丁目,2018-01-23,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫の里１丁目,2018-12-29,11,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町１丁目,2018-08-24,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町２丁目,2018-10-12,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,尾浜町２丁目,2018-07-14,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,三反田町２丁目,2018-08-18,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,三反田町２丁目,2018-12-18,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町１丁目,2018-03-23,10,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,南武庫之荘３丁目,2016-11-20,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,阪急駅前,282073,兵庫県,伊丹市,千僧４丁目,2018-07-01,18,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,阪急駅前,282073,兵庫県,伊丹市,中央１丁目,2018-02-09,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,阪急駅前,282073,兵庫県,伊丹市,中央１丁目,2018-03-12,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,阪急駅前,282073,兵庫県,伊丹市,西台１丁目,2015-11-01,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,南本町,282073,兵庫県,伊丹市,南町３丁目,2018-07-11,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,南本町,282073,兵庫県,伊丹市,南町３丁目,2018-08-27,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,稲野,282073,兵庫県,伊丹市,安堂寺町４丁目,2018-08-05,02,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,稲野,282073,兵庫県,伊丹市,稲野町２丁目,2013-12-25,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,稲野,282073,兵庫県,伊丹市,御願塚４丁目,2013-08-01,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,稲野,282073,兵庫県,伊丹市,御願塚４丁目,2016-03-15,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,稲野,282073,兵庫県,伊丹市,御願塚７丁目,2016-12-01,00,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,野間,282073,兵庫県,伊丹市,安堂寺町６丁目,2018-05-20,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,野間,282073,兵庫県,伊丹市,西野７丁目,2018-04-27,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,野間,282073,兵庫県,伊丹市,野間８丁目,2016-04-01,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,野間,282073,兵庫県,伊丹市,南野北２丁目,2018-07-02,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2017-05-14,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹２丁目,2018-04-03,21,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹３丁目,2018-03-22,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹３丁目,2018-08-26,15,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2018-09-14,11,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,神津,282073,兵庫県,伊丹市,森本７丁目,2018-03-26,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,神津,282073,兵庫県,伊丹市,桑津１丁目,2018-01-24,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,神津,282073,兵庫県,伊丹市,桑津１丁目,2018-01-28,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,北村,282073,兵庫県,伊丹市,北伊丹８丁目,2018-12-23,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,桜ケ丘５丁目,2018-06-14,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,桜ケ丘６丁目,2018-03-29,18,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,緑ケ丘５丁目,2018-08-25,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,緑ケ丘７丁目,2018-03-14,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,緑ケ丘７丁目,2018-03-23,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,緑ケ丘７丁目,2018-08-22,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽７丁目,2018-06-14,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽池１丁目,2018-10-15,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,昆陽,282073,兵庫県,伊丹市,千僧６丁目,2017-04-01,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽東５丁目,2018-07-01,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,2015-10-01,09,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻４丁目,2018-11-03,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻７丁目,2018-12-11,05,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本３丁目,2012-08-01,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本４丁目,2018-06-24,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本東２丁目,2018-05-11,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,中野,282073,兵庫県,伊丹市,中野東１丁目,2013-07-31,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,中野,282073,兵庫県,伊丹市,中野東１丁目,2015-11-12,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,中野,282073,兵庫県,伊丹市,中野東２丁目,2018-04-05,18,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,中野,282073,兵庫県,伊丹市,西野１丁目,2018-08-24,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,中野,282073,兵庫県,伊丹市,西野７丁目,2018-06-27,13,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,中野,282073,兵庫県,伊丹市,西野７丁目,2018-11-09,19,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,中野,282073,兵庫県,伊丹市,西野８丁目,2018-01-01,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧２丁目,2018-09-17,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧６丁目,2018-01-14,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧７丁目,2018-08-24,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,大野１丁目,2017-04-01,不明,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,荻野２丁目,2018-06-26,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,荻野５丁目,2018-06-05,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,荻野８丁目,2018-06-05,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,北野３丁目,2018-09-30,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池２丁目,2017-05-10,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧南３丁目,2017-10-01,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,中央,282171,兵庫県,川西市,久代６丁目,2018-09-15,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,中央,282171,兵庫県,川西市,栄根２丁目,2018-04-02,05,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,中央,282171,兵庫県,川西市,中央町,2017-03-01,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,小花,282171,兵庫県,川西市,小花２丁目,2018-05-26,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,久代,282171,兵庫県,川西市,久代３丁目,2018-11-25,17,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,久代,282171,兵庫県,川西市,久代６丁目,2018-03-28,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,久代,282171,兵庫県,川西市,久代６丁目,2018-09-18,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,日の出,282171,兵庫県,川西市,栄根２丁目,2017-08-01,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,日の出,282171,兵庫県,川西市,出在家町,2018-07-15,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,日の出,282171,兵庫県,川西市,萩原台東１丁目,2018-04-27,19,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,川西,日の出,282171,兵庫県,川西市,火打１丁目,2018-12-06,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,多田西,282171,兵庫県,川西市,西多田１丁目,2018-07-11,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,多田西,282171,兵庫県,川西市,湯山台２丁目,2018-07-11,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,多田東,282171,兵庫県,川西市,東多田１丁目,2018-02-04,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,多田東,282171,兵庫県,川西市,東多田３丁目,2018-07-24,16,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,川西,多田東,282171,兵庫県,川西市,平野１丁目,2018-06-18,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,多田東,282171,兵庫県,川西市,多田桜木１丁目,2018-07-14,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,多田東,282171,兵庫県,川西市,多田桜木２丁目,2018-02-05,09,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,山下,282171,兵庫県,川西市,見野３丁目,2018-01-06,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,山下,282171,兵庫県,川西市,東畦野山手１丁目,2018-05-30,06,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,大和,282171,兵庫県,川西市,大和西２丁目,2018-12-10,14,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,清和台,282171,兵庫県,川西市,清和台西５丁目,2018-06-21,16,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川西,清和台,282171,兵庫県,川西市,清和台東２丁目,2018-05-10,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,清和台,282171,兵庫県,川西市,清和台東４丁目,2018-02-08,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川西,清和台,282171,兵庫県,川西市,清和台東４丁目,2018-05-01,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,宝塚駅前,282146,兵庫県,宝塚市,川面３丁目,2018-08-09,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,宝塚駅前,282146,兵庫県,宝塚市,川面５丁目,2017-12-29,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,宝塚駅前,282146,兵庫県,宝塚市,川面５丁目,2017-12-29,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,宝塚駅前,282146,兵庫県,宝塚市,栄町１丁目,2017-07-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,逆瀬川,282146,兵庫県,宝塚市,野上２丁目,2018-10-09,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,武庫川,282146,兵庫県,宝塚市,高司２丁目,2018-09-12,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,武庫川,282146,兵庫県,宝塚市,美幸町,2018-07-06,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,小浜,282146,兵庫県,宝塚市,泉町,2018-11-01,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,小浜,282146,兵庫県,宝塚市,小浜３丁目,2018-03-16,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,小浜,282146,兵庫県,宝塚市,小浜５丁目,2018-12-25,11,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,小浜,282146,兵庫県,宝塚市,鶴の荘,2018-01-05,03,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,小浜,282146,兵庫県,宝塚市,鶴の荘,2018-06-02,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,小浜,282146,兵庫県,宝塚市,中筋６丁目,2018-01-19,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,小浜,282146,兵庫県,宝塚市,売布東の町,2018-03-25,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉中４丁目,2018-04-07,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉中４丁目,2018-08-03,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉南２丁目,2018-07-28,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉南３丁目,2018-07-08,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉南４丁目,2018-08-28,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,安倉,282146,兵庫県,宝塚市,弥生町,2018-08-27,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,山本,282146,兵庫県,宝塚市,口谷西３丁目,2018-07-11,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,山本,282146,兵庫県,宝塚市,口谷東３丁目,2018-08-25,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,山本,282146,兵庫県,宝塚市,平井１丁目,2018-09-22,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,小林,282146,兵庫県,宝塚市,小林４丁目,2017-08-31,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,仁川,282146,兵庫県,宝塚市,鹿塩２丁目,2018-08-28,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,宝塚,仁川,282146,兵庫県,宝塚市,仁川北２丁目,2018-09-16,18,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,仁川,282146,兵庫県,宝塚市,仁川北２丁目,2018-11-16,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,中山台,282146,兵庫県,宝塚市,中山五月台６丁目,2018-01-27,02,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,中山台,282146,兵庫県,宝塚市,山本中２丁目,2018-03-28,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,大原野,282146,兵庫県,宝塚市,,2018-01-10,13,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,,281069,兵庫県,神戸市長田区,東尻池町２丁目,2017-01-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明石駅前,282031,兵庫県,明石市,大明石町２丁目,2018-05-23,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明石駅前,282031,兵庫県,明石市,東仲ノ町,2013-08-01,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明石駅前,282031,兵庫県,明石市,東仲ノ町,2018-02-24,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明石駅前,282031,兵庫県,明石市,東仲ノ町,2018-10-26,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明石駅前,282031,兵庫県,明石市,山下町,2018-01-30,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,本町,282031,兵庫県,明石市,樽屋町,2017-12-20,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,本町,282031,兵庫県,明石市,本町１丁目,2018-01-19,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大蔵,282031,兵庫県,明石市,大蔵八幡町,2013-12-20,21,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大蔵,282031,兵庫県,明石市,大蔵八幡町,2018-05-18,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大蔵,282031,兵庫県,明石市,東人丸町,2018-07-20,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,西新町,282031,兵庫県,明石市,王子２丁目,2018-05-19,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,西新町,282031,兵庫県,明石市,船上町,2018-10-29,13,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,林崎,282031,兵庫県,明石市,貴崎３丁目,2017-10-01,12,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,林崎,282031,兵庫県,明石市,貴崎３丁目,2018-02-20,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,林崎,282031,兵庫県,明石市,林２丁目,2018-12-19,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,林崎,282031,兵庫県,明石市,松江,2018-06-12,21,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,林崎,282031,兵庫県,明石市,宮の上,2018-11-08,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,貴崎１丁目,2018-08-31,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,小久保１丁目,2013-01-01,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,小久保５丁目,2018-10-31,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,野々上１丁目,2018-05-09,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,松の内１丁目,2018-01-31,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,松の内２丁目,2018-08-28,07,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,藤江,282031,兵庫県,明石市,藤江,2018-01-17,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,藤江,282031,兵庫県,明石市,藤江,2018-05-03,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,藤江,282031,兵庫県,明石市,藤江,2018-06-03,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,藤江,282031,兵庫県,明石市,藤江,2018-09-24,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,藤江,282031,兵庫県,明石市,松江,2018-06-01,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大久保,282031,兵庫県,明石市,大久保町大窪,2018-05-25,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大久保,282031,兵庫県,明石市,大久保町茜１丁目,2018-02-08,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,大久保南,282031,兵庫県,明石市,大久保町大窪,2018-02-05,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大久保南,282031,兵庫県,明石市,大久保町大窪,2018-06-01,18,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,明石,大久保南,282031,兵庫県,明石市,大久保町谷八木,2018-04-27,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,高丘,282031,兵庫県,明石市,大久保町高丘７丁目,2018-10-09,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,八木,282031,兵庫県,明石市,大久保町谷八木,2018-01-21,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,江井島,282031,兵庫県,明石市,大久保町西島,2018-08-18,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町清水,2017-11-30,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町清水,2018-06-08,22,道路上,キーなし,あり,原動機付自転車（50cc以下）
